antecedent_str,consequent_str,support,confidence,lift,leverage,conviction,antecedent_items,consequent_items,antecedent_len,consequent_len
"Cookies, Butter",Eggs,0.0208,0.26943005181347146,1.1921683708560684,0.003352799999999996,1.0594468085106383,"['Cookies', 'Butter']",['Eggs'],2,1
"Cookies, Milk",Baby Wipes,0.0252,0.2530120481927711,1.1912054999659658,0.00404496,1.0543677419354838,"['Cookies', 'Milk']",['Baby Wipes'],2,1
"Coffee, Bread",Pasta,0.022,0.24336283185840707,1.1906205081135375,0.0035222399999999994,1.0514947368421053,"['Coffee', 'Bread']",['Pasta'],2,1
"Coffee, Cookies","Bread, Butter",0.02,0.32051282051282054,1.1906122604488134,0.0032019200000000005,1.0755169811320755,"['Coffee', 'Cookies']","['Bread', 'Butter']",2,2
"Beer, Eggs",Water,0.0204,0.4811320754716982,1.1897430155086504,0.0032534400000000033,1.1478836363636364,"['Beer', 'Eggs']",['Water'],2,1
Rice,"Jam, Butter",0.024,0.21978021978021978,1.189286903572618,0.0038198400000000014,1.0448338028169015,['Rice'],"['Jam', 'Butter']",1,2
Cake,"Jam, Bread, Butter",0.0212,0.20948616600790515,1.1875632993645417,0.003348320000000002,1.041854,['Cake'],"['Jam', 'Bread', 'Butter']",1,3
"Soda, Coffee",Cookies,0.02,0.28409090909090906,1.1856882683259977,0.0031321599999999984,1.0621460317460316,"['Soda', 'Coffee']",['Cookies'],2,1
"Cheese, Pasta","Coffee, Milk",0.0272,0.22516556291390727,1.1850819100731962,0.004247999999999998,1.0453846153846156,"['Cheese', 'Pasta']","['Coffee', 'Milk']",2,2
"Tea, Butter",Coffee,0.0216,0.2967032967032967,1.1830274988169724,0.003341759999999999,1.06526875,"['Tea', 'Butter']",['Coffee'],2,1
Soap,Milk,0.046,0.4872881355932203,1.1827381931874281,0.007107200000000001,1.1468429752066118,['Soap'],['Milk'],1,1
Cake,"Jam, Bread",0.022,0.21739130434782608,1.1814744801512287,0.003379199999999999,1.0426666666666666,['Cake'],"['Jam', 'Bread']",1,2
"Beer, Baby Wipes",Sugar,0.0228,0.30319148936170215,1.1769855953482227,0.003428480000000001,1.0654290076335877,"['Beer', 'Baby Wipes']",['Sugar'],2,1
"Yogurt, Butter",Soda,0.0216,0.3233532934131737,1.1766859294511416,0.0032433600000000007,1.0717557522123897,"['Yogurt', 'Butter']",['Soda'],2,1
Cake,"Jam, Butter",0.022,0.21739130434782608,1.1763598720120458,0.003298240000000001,1.0416444444444444,['Cake'],"['Jam', 'Butter']",1,2
"Soda, Tea",Sugar,0.0212,0.3028571428571428,1.1756876663708962,0.003167999999999997,1.064918032786885,"['Soda', 'Tea']",['Sugar'],2,1
"Beer, Diapers, Baby Wipes",Coffee,0.0204,0.2947976878612717,1.1754293774372873,0.0030446400000000012,1.0623901639344262,"['Beer', 'Diapers', 'Baby Wipes']",['Coffee'],3,1
"Beer, Sugar",Water,0.0228,0.47500000000000003,1.1745796241345203,0.003388800000000001,1.1344761904761906,"['Beer', 'Sugar']",['Water'],2,1
Juice,Eggs,0.0292,0.26545454545454544,1.1745776347546257,0.00434,1.0537128712871286,['Juice'],['Eggs'],1,1
"Beer, Diapers",Coffee,0.0252,0.294392523364486,1.173813889013102,0.0037315199999999986,1.061780132450331,"['Beer', 'Diapers']",['Coffee'],2,1
Cake,Jam,0.03,0.2964426877470356,1.172637214189223,0.004416639999999996,1.0620314606741574,['Cake'],['Jam'],1,1
"Soda, Coffee",Tomato Sauce,0.0208,0.2954545454545454,1.1724386724386722,0.003059199999999998,1.0616774193548386,"['Soda', 'Coffee']",['Tomato Sauce'],2,1
"Tomato Sauce, Butter",Coffee,0.0248,0.2938388625592417,1.1716063100448233,0.003632479999999997,1.0609476510067113,"['Tomato Sauce', 'Butter']",['Coffee'],2,1
"Beer, Coffee",Water,0.0216,0.4736842105263158,1.1713259409651726,0.00315936,1.1316400000000002,"['Beer', 'Coffee']",['Water'],2,1
"Cheese, Bread",Eggs,0.0252,0.2647058823529412,1.1712649661634564,0.0036847999999999985,1.05264,"['Cheese', 'Bread']",['Eggs'],2,1
"Water, Baby Wipes",Tea,0.0252,0.27155172413793105,1.1704815695600477,0.0036704000000000007,1.0542958579881658,"['Water', 'Baby Wipes']",['Tea'],2,1
"Cheese, Soda",Cookies,0.0212,0.2804232804232804,1.1703809700470802,0.0030862400000000005,1.0567323529411765,"['Cheese', 'Soda']",['Cookies'],2,1
"Tea, Bread",Coffee,0.0224,0.29319371727748694,1.1690339604365507,0.0032388799999999995,1.0599792592592594,"['Tea', 'Bread']",['Coffee'],2,1
"Coffee, Bread, Butter",Tomato Sauce,0.0212,0.29444444444444445,1.1684303350970018,0.0030559999999999997,1.0601574803149607,"['Coffee', 'Bread', 'Butter']",['Tomato Sauce'],3,1
"Jam, Bread, Tomato Sauce",Milk,0.0204,0.4811320754716982,1.1677962996885878,0.002931200000000002,1.1332363636363638,"['Jam', 'Bread', 'Tomato Sauce']",['Milk'],3,1
"Jam, Tomato Sauce, Butter",Milk,0.02,0.4807692307692308,1.1669156086631816,0.0028608000000000036,1.1324444444444448,"['Jam', 'Tomato Sauce', 'Butter']",['Milk'],3,1
"Sugar, Bread",Baby Wipes,0.0224,0.24778761061946905,1.1666083362498543,0.00319904,1.0470447058823529,"['Sugar', 'Bread']",['Baby Wipes'],2,1
"Beer, Baby Wipes",Coffee,0.022,0.29255319148936165,1.1664800298618885,0.003139839999999998,1.0590195488721803,"['Beer', 'Baby Wipes']",['Coffee'],2,1
"Coffee, Cookies",Soda,0.02,0.32051282051282054,1.166349419624529,0.002852480000000001,1.0672754716981132,"['Coffee', 'Cookies']",['Soda'],2,1
"Coffee, Water",Pasta,0.0224,0.23829787234042554,1.1658408627222385,0.003186399999999999,1.0445027932960893,"['Coffee', 'Water']",['Pasta'],2,1
"Cookies, Bread",Coffee,0.0228,0.2923076923076923,1.1655011655011656,0.0032376,1.0586521739130434,"['Cookies', 'Bread']",['Coffee'],2,1
"Eggs, Tomato Sauce",Bread,0.0216,0.40298507462686567,1.1633518320637,0.003032960000000001,1.09478,"['Eggs', 'Tomato Sauce']",['Bread'],2,1
Cake,Butter,0.0396,0.391304347826087,1.1632114976994263,0.0055563200000000035,1.0901999999999998,['Cake'],['Butter'],1,1
"Sugar, Baby Wipes",Bread,0.0224,0.4028776978417266,1.1630418528918205,0.003140160000000003,1.0945831325301203,"['Sugar', 'Baby Wipes']",['Bread'],2,1
"Beer, Diapers",Sugar,0.0256,0.2990654205607477,1.1609682475184304,0.0035494400000000044,1.0591573333333333,"['Beer', 'Diapers']",['Sugar'],2,1
"Coffee, Tomato Sauce",Soda,0.0208,0.31901840490797545,1.1609112260115555,0.00288304,1.0649333333333333,"['Coffee', 'Tomato Sauce']",['Soda'],2,1
"Pasta, Butter",Milk,0.0304,0.47798742138364775,1.1601636441350673,0.0041968000000000005,1.1264096385542168,"['Pasta', 'Butter']",['Milk'],2,1
"Coffee, Bread, Butter",Cookies,0.02,0.2777777777777778,1.1593396401409757,0.0027488000000000026,1.0528615384615385,"['Coffee', 'Bread', 'Butter']",['Cookies'],3,1
"Pasta, Water",Milk,0.0384,0.4776119402985074,1.1592522822779305,0.005275200000000001,1.1256,"['Pasta', 'Water']",['Milk'],2,1
"Pasta, Water",Sugar,0.024,0.2985074626865672,1.1588022619820155,0.0032889600000000005,1.0583148936170212,"['Pasta', 'Water']",['Sugar'],2,1
Olive Oil,Coffee,0.0244,0.2904761904761905,1.1581985266195793,0.003332799999999997,1.0559194630872484,['Olive Oil'],['Coffee'],1,1
"Water, Bread, Butter","Coffee, Sugar",0.0216,0.2125984251968504,1.1579434923575729,0.0029462399999999993,1.036828,"['Water', 'Bread', 'Butter']","['Coffee', 'Sugar']",3,2
"Bread, Diapers, Baby Wipes",Water,0.0204,0.46788990825688076,1.1569977948983203,0.002768160000000002,1.1193172413793107,"['Bread', 'Diapers', 'Baby Wipes']",['Water'],3,1
"Rice, Milk",Water,0.0228,0.4672131147540983,1.155324220460184,0.00306528,1.1178953846153845,"['Rice', 'Milk']",['Water'],2,1
"Yogurt, Soda",Butter,0.0216,0.38848920863309355,1.1548430696584233,0.0028961600000000053,1.0851811764705883,"['Yogurt', 'Soda']",['Butter'],2,1
"Coffee, Baby Wipes",Bread,0.0208,0.4,1.1547344110854505,0.0027872,1.0893333333333333,"['Coffee', 'Baby Wipes']",['Bread'],2,1
"Cookies, Baby Wipes",Water,0.0252,0.4666666666666667,1.153972964061985,0.0033624000000000015,1.1167500000000001,"['Cookies', 'Baby Wipes']",['Water'],2,1
"Soda, Tea",Cheese,0.022,0.3142857142857142,1.1537654709460876,0.002931999999999997,1.0610833333333334,"['Soda', 'Tea']",['Cheese'],2,1
"Soda, Milk",Cheese,0.0348,0.31407942238267145,1.153008158526694,0.00461808,1.0607642105263158,"['Soda', 'Milk']",['Cheese'],2,1
"Rice, Water",Milk,0.0228,0.47500000000000003,1.1529126213592233,0.0030240000000000024,1.1200000000000003,"['Rice', 'Water']",['Milk'],2,1
"Soda, Water",Cheese,0.032,0.3137254901960785,1.1517088480032251,0.004215200000000006,1.060217142857143,"['Soda', 'Water']",['Cheese'],2,1
"Cheese, Bread, Butter",Coffee,0.0216,0.2887700534759358,1.1513957475117058,0.002840159999999998,1.0533864661654135,"['Cheese', 'Bread', 'Butter']",['Coffee'],3,1
"Coffee, Sugar",Pasta,0.0432,0.23529411764705882,1.1511453896627144,0.0056721600000000025,1.0404,"['Coffee', 'Sugar']",['Pasta'],2,1
Pasta,"Coffee, Sugar",0.0432,0.21135029354207438,1.1511453896627144,0.0056721600000000025,1.0351870967741936,['Pasta'],"['Coffee', 'Sugar']",1,2
"Cheese, Bread","Coffee, Milk",0.0208,0.21848739495798317,1.1499336576735957,0.002711999999999999,1.036451612903226,"['Cheese', 'Bread']","['Coffee', 'Milk']",2,2
Coffee,Pasta,0.0588,0.2344497607655502,1.1470144851543553,0.007536479999999991,1.0392525,['Coffee'],['Pasta'],1,1
Pasta,Coffee,0.0588,0.2876712328767123,1.1470144851543551,0.007536479999999991,1.0517615384615384,['Pasta'],['Coffee'],1,1
"Beer, Diapers",Bread,0.034,0.39719626168224303,1.1466404782974684,0.004348160000000004,1.0842666666666667,"['Beer', 'Diapers']",['Bread'],2,1
"Sugar, Water",Yogurt,0.0248,0.2412451361867704,1.1466023583021407,0.0031708799999999975,1.0406523076923078,"['Sugar', 'Water']",['Yogurt'],2,1
Olive Oil,Sugar,0.0248,0.2952380952380952,1.1461106181603073,0.003161599999999997,1.0534054054054052,['Olive Oil'],['Sugar'],1,1
"Eggs, Butter",Cheese,0.0248,0.3115577889447236,1.1437510607368708,0.0031169599999999985,1.0568788321167883,"['Eggs', 'Butter']",['Cheese'],2,1
"Pasta, Tomato Sauce, Butter",Milk,0.026,0.47101449275362317,1.1432390600816098,0.0032575999999999994,1.1115616438356166,"['Pasta', 'Tomato Sauce', 'Butter']",['Milk'],3,1
"Tea, Bread",Soda,0.024,0.31413612565445026,1.1431445620613183,0.0030052800000000025,1.0573526717557253,"['Tea', 'Bread']",['Soda'],2,1
"Sugar, Water",Pasta,0.024,0.23346303501945526,1.1421870597820707,0.0029876799999999995,1.0379147208121828,"['Sugar', 'Water']",['Pasta'],2,1
"Tomato Sauce, Bread",Coffee,0.0252,0.2863636363636364,1.1418007829491084,0.0031295999999999997,1.0498343949044586,"['Tomato Sauce', 'Bread']",['Coffee'],2,1
"Water, Tomato Sauce",Wine,0.0204,0.20318725099601595,1.1415014100899774,0.002528800000000001,1.0316100000000001,"['Water', 'Tomato Sauce']",['Wine'],2,1
"Jam, Tomato Sauce",Milk,0.0284,0.47019867549668876,1.1412589211084678,0.003515200000000003,1.10985,"['Jam', 'Tomato Sauce']",['Milk'],2,1
"Coffee, Sugar, Water","Bread, Butter",0.0216,0.3068181818181818,1.139740645684182,0.002648319999999999,1.0542688524590165,"['Coffee', 'Sugar', 'Water']","['Bread', 'Butter']",3,2
"Tea, Bread",Sugar,0.0224,0.29319371727748694,1.1381743683132257,0.0027193600000000005,1.0503585185185185,"['Tea', 'Bread']",['Sugar'],2,1
"Pasta, Bread",Sugar,0.0204,0.2931034482758621,1.137823945170272,0.002471040000000004,1.0502243902439024,"['Pasta', 'Bread']",['Sugar'],2,1
Soap,"Coffee, Milk",0.0204,0.21610169491525424,1.1373773416592328,0.002464000000000001,1.0332972972972974,['Soap'],"['Coffee', 'Milk']",1,2
"Tea, Milk",Pasta,0.0212,0.2324561403508772,1.13726096062073,0.0025587200000000004,1.0365531428571428,"['Tea', 'Milk']",['Pasta'],2,1
"Wine, Milk",Tomato Sauce,0.0204,0.2865168539325843,1.1369716425896201,0.0024576000000000008,1.0483779527559056,"['Wine', 'Milk']",['Tomato Sauce'],2,1
"Sugar, Bread",Yogurt,0.0216,0.23893805309734517,1.1356371344930853,0.0025798400000000034,1.0374976744186046,"['Sugar', 'Bread']",['Yogurt'],2,1
"Milk, Baby Wipes",Water,0.0404,0.4590909090909091,1.1352396367233164,0.004812799999999999,1.101109243697479,"['Milk', 'Baby Wipes']",['Water'],2,1
"Coffee, Water, Milk",Cheese,0.022,0.3089887640449438,1.1343199854807042,0.002605119999999999,1.052949593495935,"['Coffee', 'Water', 'Milk']",['Cheese'],3,1
"Water, Baby Wipes",Cookies,0.0252,0.27155172413793105,1.1333544413102297,0.0029651200000000016,1.043862721893491,"['Water', 'Baby Wipes']",['Cookies'],2,1
"Cookies, Baby Wipes",Milk,0.0252,0.4666666666666667,1.132686084142395,0.0029520000000000032,1.1025000000000003,"['Cookies', 'Baby Wipes']",['Milk'],2,1
"Coffee, Sugar, Water, Milk",Bread,0.0204,0.39230769230769236,1.1325279801030381,0.0023872000000000025,1.0755443037974683,"['Coffee', 'Sugar', 'Water', 'Milk']",['Bread'],4,1
"Bread, Baby Wipes",Sugar,0.0224,0.2916666666666667,1.1322463768115942,0.002616320000000002,1.0480941176470588,"['Bread', 'Baby Wipes']",['Sugar'],2,1
"Pasta, Bread, Butter",Milk,0.0248,0.4661654135338346,1.1314694503248413,0.0028816000000000015,1.1014647887323947,"['Pasta', 'Bread', 'Butter']",['Milk'],3,1
"Eggs, Tomato Sauce",Butter,0.0204,0.3805970149253731,1.1313823273643673,0.0023689600000000033,1.07135421686747,"['Eggs', 'Tomato Sauce']",['Butter'],2,1
"Cheese, Eggs",Butter,0.0248,0.3803680981595092,1.1307018375728575,0.002866720000000003,1.0709584158415841,"['Cheese', 'Eggs']",['Butter'],2,1
"Coffee, Tomato Sauce",Butter,0.0248,0.3803680981595092,1.1307018375728575,0.002866720000000003,1.0709584158415841,"['Coffee', 'Tomato Sauce']",['Butter'],2,1
"Water, Bread, Butter",Baby Wipes,0.0244,0.24015748031496065,1.1306849355694946,0.002820160000000002,1.0365305699481866,"['Water', 'Bread', 'Butter']",['Baby Wipes'],3,1
"Tea, Butter",Sugar,0.0212,0.2912087912087912,1.1304689099720155,0.0024467199999999995,1.0474170542635657,"['Tea', 'Butter']",['Sugar'],2,1
"Yogurt, Water",Sugar,0.0248,0.29107981220657275,1.1299682150876271,0.002852480000000001,1.0472264900662251,"['Yogurt', 'Water']",['Sugar'],2,1
"Tea, Butter",Cheese,0.0224,0.30769230769230765,1.1295606009262396,0.00256928,1.0509777777777778,"['Tea', 'Butter']",['Cheese'],2,1
"Pasta, Tomato Sauce","Coffee, Sugar",0.036,0.2073732718894009,1.12948405168519,0.0041270399999999915,1.0299930232558139,"['Pasta', 'Tomato Sauce']","['Coffee', 'Sugar']",2,2
"Coffee, Butter",Tomato Sauce,0.0248,0.28440366972477066,1.128585990971312,0.0028255999999999976,1.0452820512820513,"['Coffee', 'Butter']",['Tomato Sauce'],2,1
"Pasta, Eggs",Milk,0.0208,0.46428571428571425,1.1269070735090152,0.0023424000000000014,1.0976,"['Pasta', 'Eggs']",['Milk'],2,1
"Sugar, Bread",Cookies,0.0244,0.2699115044247788,1.1265087830750367,0.002740160000000002,1.0415175757575759,"['Sugar', 'Bread']",['Cookies'],2,1
"Cheese, Pasta, Tomato Sauce","Coffee, Sugar",0.0244,0.20677966101694917,1.1262508769986337,0.0027352,1.0292222222222223,"['Cheese', 'Pasta', 'Tomato Sauce']","['Coffee', 'Sugar']",3,2
"Diapers, Water",Bread,0.0248,0.38993710691823896,1.1256844887939925,0.0027689599999999974,1.071364948453608,"['Diapers', 'Water']",['Bread'],2,1
"Beer, Water",Milk,0.0332,0.46368715083798884,1.125454249606769,0.003700800000000004,1.096375,"['Beer', 'Water']",['Milk'],2,1
Pasta,Sugar,0.0592,0.289628180039139,1.124332997046347,0.006546560000000007,1.0450865013774104,['Pasta'],['Sugar'],1,1
Sugar,Pasta,0.0592,0.2298136645962733,1.124332997046347,0.006546560000000007,1.0329967741935484,['Sugar'],['Pasta'],1,1
"Cheese, Butter",Coffee,0.0256,0.2819383259911894,1.124156004749559,0.0028273599999999975,1.043364417177914,"['Cheese', 'Butter']",['Coffee'],2,1
"Water, Milk",Baby Wipes,0.0404,0.23877068557919623,1.124155770146875,0.004461920000000001,1.0346422360248446,"['Water', 'Milk']",['Baby Wipes'],2,1
"Diapers, Butter",Water,0.022,0.45454545454545453,1.1239996403201151,0.002427040000000002,1.0919333333333334,"['Diapers', 'Butter']",['Water'],2,1
"Soda, Water",Wine,0.0204,0.20000000000000004,1.1235955056179778,0.002244000000000003,1.0275,"['Soda', 'Water']",['Wine'],2,1
"Cheese, Tomato Sauce","Coffee, Milk",0.028,0.21341463414634146,1.1232349165596918,0.0030719999999999983,1.0297674418604652,"['Cheese', 'Tomato Sauce']","['Coffee', 'Milk']",2,2
"Cheese, Bread",Coffee,0.0268,0.2815126050420168,1.12245855279911,0.002923839999999997,1.0427461988304094,"['Cheese', 'Bread']",['Coffee'],2,1
Sugar,Yogurt,0.0608,0.2360248447204969,1.121791087074605,0.006600960000000003,1.033541463414634,['Sugar'],['Yogurt'],1,1
Yogurt,Sugar,0.0608,0.2889733840304182,1.1217910870746048,0.006600960000000003,1.044124064171123,['Yogurt'],['Sugar'],1,1
"Yogurt, Water",Eggs,0.0216,0.2535211267605634,1.1217748971706343,0.002344800000000001,1.036867924528302,"['Yogurt', 'Water']",['Eggs'],2,1
"Cheese, Yogurt",Milk,0.0268,0.46206896551724136,1.1215266153331103,0.0029040000000000003,1.0930769230769233,"['Cheese', 'Yogurt']",['Milk'],2,1
"Pasta, Tomato Sauce",Coffee,0.0488,0.28110599078341014,1.1208372838253993,0.005261120000000001,1.0421564102564103,"['Pasta', 'Tomato Sauce']",['Coffee'],2,1
"Cheese, Coffee","Bread, Butter",0.0216,0.3016759776536313,1.1206388471531623,0.0023252800000000025,1.0465056,"['Cheese', 'Coffee']","['Bread', 'Butter']",2,2
"Diapers, Baby Wipes","Coffee, Sugar",0.026,0.20569620253164553,1.1203496869915333,0.0027929599999999936,1.027818326693227,"['Diapers', 'Baby Wipes']","['Coffee', 'Sugar']",2,2
"Pasta, Milk",Soda,0.0288,0.30769230769230765,1.1196954428395476,0.00307872,1.0475111111111113,"['Pasta', 'Milk']",['Soda'],2,1
Soap,Pasta,0.0216,0.22881355932203393,1.1194401140999704,0.00230464,1.0316571428571428,['Soap'],['Pasta'],1,1
"Coffee, Sugar, Milk",Yogurt,0.0324,0.23546511627906974,1.1191307807940576,0.0034489599999999974,1.0327847908745247,"['Coffee', 'Sugar', 'Milk']",['Yogurt'],3,1
"Tea, Cookies, Bread",Milk,0.0236,0.46093749999999994,1.1187803398058251,0.0025056,1.0907826086956522,"['Tea', 'Cookies', 'Bread']",['Milk'],3,1
"Pasta, Water, Tomato Sauce",Sugar,0.0204,0.288135593220339,1.1185387935572166,0.002161920000000001,1.042895238095238,"['Pasta', 'Water', 'Tomato Sauce']",['Sugar'],3,1
"Cheese, Pasta","Coffee, Sugar",0.0248,0.2052980132450331,1.1181809000274134,0.0026211199999999976,1.0273033333333332,"['Cheese', 'Pasta']","['Coffee', 'Sugar']",2,2
"Pasta, Tomato Sauce",Sugar,0.05,0.28801843317972353,1.1180839797349515,0.005280640000000003,1.0427236245954692,"['Pasta', 'Tomato Sauce']",['Sugar'],2,1
"Beer, Diapers, Baby Wipes",Bread,0.0268,0.3872832369942197,1.118023201484468,0.0028291200000000044,1.0667245283018867,"['Beer', 'Diapers', 'Baby Wipes']",['Bread'],3,1
"Yogurt, Milk",Cheese,0.0268,0.30454545454545456,1.118008276598585,0.002828800000000003,1.0462222222222224,"['Yogurt', 'Milk']",['Cheese'],2,1
"Diapers, Baby Wipes",Sugar,0.0364,0.2879746835443038,1.117914144193726,0.00383936,1.0426595555555556,"['Diapers', 'Baby Wipes']",['Sugar'],2,1
"Sugar, Milk",Yogurt,0.038,0.23514851485148516,1.1176260211572489,0.00399936,1.032357281553398,"['Sugar', 'Milk']",['Yogurt'],2,1
"Cheese, Soda",Milk,0.0348,0.4603174603174603,1.1172753891200493,0.0036527999999999977,1.0895294117647059,"['Cheese', 'Soda']",['Milk'],2,1
"Tea, Cookies",Eggs,0.0404,0.2525,1.1172566371681416,0.004239999999999994,1.0354515050167223,"['Tea', 'Cookies']",['Eggs'],2,1
Olive Oil,Eggs,0.0212,0.2523809523809524,1.1167298777918246,0.0022159999999999992,1.0352866242038217,['Olive Oil'],['Eggs'],1,1
"Baby Wipes, Butter",Water,0.0296,0.4512195121951219,1.1157752527080167,0.0030713599999999987,1.0853155555555556,"['Baby Wipes', 'Butter']",['Water'],2,1
"Cheese, Eggs",Bread,0.0252,0.3865030674846626,1.115770980036555,0.0026147200000000044,1.0653679999999999,"['Cheese', 'Eggs']",['Bread'],2,1
"Coffee, Tomato Sauce",Bread,0.0252,0.3865030674846626,1.115770980036555,0.0026147200000000044,1.0653679999999999,"['Coffee', 'Tomato Sauce']",['Bread'],2,1
"Tea, Milk",Baby Wipes,0.0216,0.2368421052631579,1.1150758251561106,0.002229120000000001,1.0320275862068966,"['Tea', 'Milk']",['Baby Wipes'],2,1
"Diapers, Baby Wipes",Pasta,0.0288,0.22784810126582275,1.1147167380911094,0.0029638399999999954,1.030367213114754,"['Diapers', 'Baby Wipes']",['Pasta'],2,1
"Sugar, Cookies","Bread, Butter",0.0204,0.3,1.1144130757800892,0.0020943999999999997,1.044,"['Sugar', 'Cookies']","['Bread', 'Butter']",2,2
"Soda, Cookies",Coffee,0.02,0.2793296089385475,1.113754421605054,0.002042719999999998,1.0395875968992248,"['Soda', 'Cookies']",['Coffee'],2,1
"Soda, Jam",Sugar,0.0204,0.2865168539325843,1.1122548677507156,0.0020588800000000025,1.0405291338582676,"['Soda', 'Jam']",['Sugar'],2,1
"Milk, Bread, Butter",Tomato Sauce,0.0316,0.2801418439716312,1.1116739840144096,0.0031744000000000043,1.0390935960591132,"['Milk', 'Bread', 'Butter']",['Tomato Sauce'],3,1
Pasta,Milk,0.0936,0.4579256360078278,1.1114699903102618,0.009387200000000012,1.0847220216606501,['Pasta'],['Milk'],1,1
Milk,Pasta,0.0936,0.2271844660194175,1.1114699903102618,0.009387200000000012,1.0294824120603017,['Milk'],['Pasta'],1,1
Beer,Eggs,0.0424,0.25118483412322273,1.111437319129304,0.004251199999999997,1.0336329113924052,['Beer'],['Eggs'],1,1
"Pasta, Water",Coffee,0.0224,0.27860696517412936,1.1108730668824933,0.002235679999999997,1.0385462068965519,"['Pasta', 'Water']",['Coffee'],2,1
"Coffee, Butter",Cookies,0.0232,0.2660550458715596,1.110413380098329,0.0023068799999999973,1.0360449999999999,"['Coffee', 'Butter']",['Cookies'],2,1
"Water, Milk",Pasta,0.0384,0.22695035460992907,1.1103246311640365,0.003815519999999996,1.0291706422018347,"['Water', 'Milk']",['Pasta'],2,1
"Eggs, Cookies",Bread,0.022,0.3846153846153846,1.1103215491206253,0.002185920000000001,1.0620999999999998,"['Eggs', 'Cookies']",['Bread'],2,1
"Yogurt, Jam",Water,0.0228,0.4488188976377953,1.1098390149302555,0.0022564800000000017,1.0805885714285717,"['Yogurt', 'Jam']",['Water'],2,1
Olive Oil,Milk,0.0384,0.4571428571428571,1.1095700416088765,0.0037919999999999968,1.083157894736842,['Olive Oil'],['Milk'],1,1
"Bread, Baby Wipes, Butter",Water,0.0244,0.44852941176470595,1.109123174492349,0.0024006400000000025,1.0800213333333335,"['Bread', 'Baby Wipes', 'Butter']",['Water'],3,1
"Cheese, Pasta",Coffee,0.0336,0.2781456953642384,1.1090338730631513,0.0033033599999999948,1.0378825688073394,"['Cheese', 'Pasta']",['Coffee'],2,1
"Tomato Sauce, Bread, Butter",Milk,0.0316,0.4566473988439307,1.108367472922162,0.003089600000000005,1.0821702127659576,"['Tomato Sauce', 'Bread', 'Butter']",['Milk'],3,1
"Cheese, Pasta, Tomato Sauce",Coffee,0.0328,0.2779661016949153,1.1083177898521344,0.003205600000000003,1.0376244131455399,"['Cheese', 'Pasta', 'Tomato Sauce']",['Coffee'],3,1
Juice,Cheese,0.0332,0.3018181818181818,1.1079962621812842,0.0032360000000000028,1.0421354166666665,['Juice'],['Cheese'],1,1
"Pasta, Tomato Sauce, Bread, Butter",Milk,0.0208,0.45614035087719296,1.1071367739737694,0.0020127999999999986,1.0811612903225807,"['Pasta', 'Tomato Sauce', 'Bread', 'Butter']",['Milk'],4,1
"Pasta, Cookies",Milk,0.0208,0.45614035087719296,1.1071367739737694,0.0020127999999999986,1.0811612903225807,"['Pasta', 'Cookies']",['Milk'],2,1
"Diapers, Water, Baby Wipes",Bread,0.0204,0.3834586466165414,1.1069822361909394,0.0019715200000000044,1.0601073170731707,"['Diapers', 'Water', 'Baby Wipes']",['Bread'],3,1
"Water, Baby Wipes",Yogurt,0.0216,0.2327586206896552,1.1062672086010228,0.002074880000000001,1.029141573033708,"['Water', 'Baby Wipes']",['Yogurt'],2,1
Croissant,Soda,0.0456,0.30400000000000005,1.1062590975254734,0.004380000000000002,1.0419540229885058,['Croissant'],['Soda'],1,1
"Wine, Tomato Sauce",Water,0.0204,0.4473684210526316,1.1062522775782186,0.0019593600000000003,1.077752380952381,"['Wine', 'Tomato Sauce']",['Water'],2,1
"Coffee, Bread",Tomato Sauce,0.0252,0.2787610619469027,1.106194690265487,0.0024192,1.0371042944785278,"['Coffee', 'Bread']",['Tomato Sauce'],2,1
Soap,Eggs,0.0236,0.25,1.1061946902654867,0.0022655999999999996,1.032,['Soap'],['Eggs'],1,1
"Milk, Diapers, Baby Wipes",Water,0.0236,0.44696969696969696,1.1052663129814466,0.002247680000000002,1.0769753424657535,"['Milk', 'Diapers', 'Baby Wipes']",['Water'],3,1
"Coffee, Cookies",Butter,0.0232,0.3717948717948718,1.1052166224580018,0.0022086400000000013,1.056342857142857,"['Coffee', 'Cookies']",['Butter'],2,1
Diapers,Sugar,0.0444,0.2846153846153846,1.104873387482083,0.0042144,1.037763440860215,['Diapers'],['Sugar'],1,1
"Tomato Sauce, Butter",Milk,0.0384,0.45497630331753547,1.1043114158192608,0.003627199999999997,1.0788521739130434,"['Tomato Sauce', 'Butter']",['Milk'],2,1
"Coffee, Sugar, Milk",Cookies,0.0364,0.26453488372093026,1.1040687968319292,0.0034310400000000033,1.033903557312253,"['Coffee', 'Sugar', 'Milk']",['Cookies'],3,1
"Sugar, Bread",Pasta,0.0204,0.2256637168141593,1.1040299257052804,0.0019222400000000021,1.0274605714285714,"['Sugar', 'Bread']",['Pasta'],2,1
Diapers,Pasta,0.0352,0.22564102564102564,1.1039189121380903,0.0033136,1.0274304635761589,['Diapers'],['Pasta'],1,1
Beer,Sugar,0.048,0.2843601895734597,1.1038827234994555,0.0045171199999999995,1.0373933774834436,['Beer'],['Sugar'],1,1
"Yogurt, Eggs",Water,0.0216,0.4462809917355372,1.1035632832233857,0.0020270400000000043,1.0756358208955226,"['Yogurt', 'Eggs']",['Water'],2,1
